id,ACTION
1,0.3808749252763353
2,1
3,0.9897248528131655
4,0.9992313725490195
5,1
6,0.9933903862219653
7,0.9902489385227776
8,0.9891444873324129
9,0.9613400033059478
10,0.992803024435145
11,0.9851123402483309
12,0.9930844945130548
13,0.9442606576516025
14,0.9172057566444562
15,0.915937729616819
16,0.9772831998067291
17,0.9223957662908132
18,0.9004367680994617
19,0.9965383944486885
20,0.9631499836420891
21,0.9678228388024213
22,0.9893581146493685
23,0.9942864109918289
24,0.9910709187699126
25,0.9996894736842105
26,0.9412659760707137
27,0.9759718323901762
28,0.7150438294312883
29,0.9610603556831885
30,0.9501851684864846
31,0.9996173956762192
32,0.9851649069626626
33,0.9039749575158244
34,0.9961465575703967
35,0.9943650005653102
36,0.9793915174866414
37,0.9845673746188451
38,0.983112093960391
39,0.8644366336879495
40,0.9032964563222035
41,0.9870915854699138
42,0.9474530353203731
43,0.9964868764661043
44,0.9964299465240641
45,0.9805506022357418
46,0.9996923076923077
47,0.9912571001925493
48,0.9999
49,0.9893044317653449
50,0.9790509638022797
51,0.9798672901144264
52,1
53,0.9656629894908536
54,0.995201458775143
55,0.9947837041355618
56,0.966349871086945
57,0.9911895278853285
58,0.9891997486173956
59,0.9945084072961784
60,0.9167896870148563
61,0.9971654995331466
62,0.8277242076379072
63,0.9900033565935272
64,0.9990966386554623
65,0.9961183477633477
66,0.9703265867689242
67,0.9693547527893505
68,0.9965162221765164
69,0.9152945215854564
70,0.8723278478917026
71,0.8683144309126145
72,0.987399519546501
73,0.9952337478311163
74,0.9765212030143918
75,0.9675724024599411
76,0.9735728913673187
77,0.9504773392357974
78,0.4853705609510663
79,0.5324705316355468
80,0.9638007676362169
81,0.9671672849853965
82,0.9882972069210461
83,0.9654601382191941
84,0.9995192577030813
85,0.9987884932920539
86,0.9946303812888179
87,0.9773411080749317
88,0.9751246781082695
89,0.9923099015020068
90,0.9310799431992159
91,0.9544880090463373
92,0.9335313880097835
93,0.9962531979458449
94,0.8800829760953615
95,0.9929154241441397
96,0.94418538127679
97,0.9032412858984847
98,0.923282996695502
99,0.9983028011204482
100,0.9554181298405761
101,0.9255233327989528
102,0.7630275042466997
103,0.9630791930974468
104,0.9316456088459184
105,0.4595022169007464
106,0.9754447431395575
107,0.9896793412298056
108,0.9976802745500114
109,0.9909637066837532
110,0.9898950764921355
111,0.958865947150545
112,0.9792834383882375
113,0.9382163552336584
114,0.9302532619443787
115,0.9279407234527247
116,0.999904761904762
117,0.9764246617074016
118,0.9887434209237614
119,0.9892547932889263
120,0.9171511271236503
121,0.922332133303573
122,0.9729845334575986
123,0.9716959580752924
124,0.9488078418141885
125,0.9606401713697378
126,0.9668257243100897
127,0.9267431671871301
128,0.899490526329536
129,0.8124307274167182
130,0.986104060825655
131,1
132,0.9843950082854883
133,0.9450145449062793
134,0.9502770743704184
135,0.9646841146040065
136,0.9872151878565192
137,0.9998888888888889
138,0.9770593813307437
139,0.8621631199210144
140,0.9975366678385255
141,0.9395289257697561
142,0.8634305925842297
143,0.9930930030581734
144,0.988763470421907
145,0.9969987789987789
146,0.9903069307885096
147,0.9914497689445058
148,0.9009145810501847
149,0.97286935246556006
150,0.9980643913705834
151,0.9934090901788271
152,0.9082706127463871
153,0.9918014385167636
154,0.9579342199643546
155,0.9849812637740658
156,0.8946833592619975
157,0.9307785423468863
158,0.9842168695167919
159,0.8776234899946974
160,0.9980642135642136
161,0.779873162776336
162,0.9084324313199708
163,0.968218513280665
164,0.9936528647822767
165,0.9948071219715957
166,0.9849562007909531
167,0.9616883801692493
168,0.996783460253197
169,0.9805340548856029
170,0.9936433738002626
171,0.9908362357886351
172,0.9576531950935208
173,0.9968580560134741
174,0.9544245228369842
175,0.9702127999262525
176,0.9799987761292714
177,0.9588535240387407
178,0.97800794864362794
179,0.9880175004132434
180,0.9914497689445058
181,0.7747207244252132
182,0.986104060825655
183,0.9910527750113667
184,0.7767711295584359
185,0.9649118123448618
186,0.8345162261027587
187,0.9903237871261865
188,0.9791063767750363
189,0.5932240266183763
190,0.9791841038304663
191,0.9993531746031747
192,0.8617484544780988
193,0.9911440568031898
194,0.9806944933721249
195,0.992913634164956
196,0.9895912941805358
197,0.984051648695302
198,1
199,0.9949995803044566
200,0.4884819811681269
201,0.8834213513266924
202,0.8931656953641476
203,0.9877562267367995
204,0.9509199835181482
205,0.8516685305148927
206,0.9545064609796811
207,1
208,0.9682736231590336
209,0.7787019418661837
210,0.8473992306283327
211,0.9321721463263255
212,0.9983044486215539
213,0.997361509835194
214,0.9948234999520604
215,0.9978431818181818
216,0.7626240562842735
217,0.9668069219229941
218,0.9670451714350323
219,0.9692478530327602
220,0.9866644613642293
221,0.7882115187615961
222,0.9897316771893397
223,0.9252050490067205
224,0.904589838309266
225,0.9509035493746018
226,0.6796713530228692
227,0.902886618446913
228,1
229,0.9890383824122215
230,0.9958040334217754
231,0.9087847857178
232,0.7878026956875256
233,0.9759362480312945
234,0.7054327027386262
235,0.9685230961759717
236,0.9034452521163051
237,1
238,0.9975387075342956
239,0.8981197710687635
240,0.9989396825396826
241,0.9551351879916896
242,0.906935236664743
243,0.3795995524599241
244,0.9983592503128107
245,0.9642654620405395
246,0.9860351910616616
247,0.9981302643864564
248,0.9907707909479583
249,0.9781566370162348
250,0.9987894736842107
251,0.979630073873495
252,0.8710505446308084
253,0.9877530951075071
254,0.987293604202815
255,0.9912358696085477
256,0.9495980390763573
257,0.9661910480730144
258,0.9008258192959433
259,0.9905489057296335
260,0.9837086623558764
261,0.9766078711106575
262,0.9625088781101941
263,0.9706955431908993
264,0.9927580737975474
265,0.9995638888888889
266,0.9682736231590336
267,0.9970152918203228
268,0.9528680833585633
269,0.9781566370162348
270,0.9733427710883626
271,0.9974646040234274
272,0.9601778350132837
273,0.9853315649864413
274,0.806092440059081
275,0.98757564986613
276,0.9580643994550341
277,0.9838503744879131
278,0.9876951034775339
279,0.9968098386993124
280,0.9939545257975598
281,0.9903222848788636
282,0.9957208949547186
283,0.9135287612799999
284,0.9996647058823529
285,0.9797168947581488
286,0.967148869620232
287,0.9791635585862368
288,0.9409262424194311
289,0.9954401444788443
290,0.9995638888888889
291,0.8141629070963433
292,0.9408726949349239
293,0.9923445449287553
294,0.9248786210815807
295,0.9905861899967937
296,0.20648561088893921
297,0.5125704570541258
298,0.9327274891040025
299,0.5177309448246821
300,0.9712478648028957
301,0.7509653578189965
302,0.9842926276656953
303,0.9535440011141251
304,0.8951672226466345
305,0.9952496690100407
306,0.9446808756244452
307,0.9987884932920539
308,0.99240558950853075
309,0.9762625555215342
310,0.9739793012972582
311,0.984305533492995
312,0.9397988874558534
313,1
314,0.9988459860057384
315,0.9889294919133154
316,0.993761507936508
317,0.8123394810641716
318,0.9810582485969482
319,0.999904761904762
320,0.9481228722687699
321,0.9730609662181648
322,0.20298818530111118
323,0.9959190476190476
324,0.9817725144996043
325,0.9677688441073888
326,0.7967560145882298
327,0.9689034555228054
328,0.9847901660400136
329,0.9381861786562251
330,1
331,0.9965573041337747
332,0.9888004877217722
333,0.9984951127819548
334,0.9833208081048641
335,0.9979648160319213
336,0.9864052452277685
337,0.9775856389310724
338,0.9242954535346656
339,0.9927466761738435
340,0.9565975097542604
341,0.9597864666779511
342,0.99975
343,0.8759147394057611
344,0.9982481962481964
345,0.9735327168445589
346,0.9479195933323643
347,0.9842363395462466
348,0.9662420151743681
349,0.9978300219388455
350,0.9748369533699874
